id_inquilino,variable1,variable2,variable3,variable4,variable5,variable6,variable7,variable8,variable9,variable10,variable11,variable12,variable13,variable14,variable15,variable16,variable17
245,noche,nocturno,universitaria,no,si,no,con mascotas,pedir comida,no,si,si,si,relajada,clasica,si,salir,si
246,mañana,madrugador,primaria,si,si,si,sin mascotas,cocinar,no,no,no,no,ordenada,rock,no,casa,no
247,mañana,madrugador,universitaria,si,no,si,sin mascotas,cocinar,si,si,no,no,ordenada,rock,no,salir,no
248,mañana,madrugador,secundaria,si,no,si,con mascotas,cocinar,si,no,no,si,ordenada,rock,no,casa,si
249,noche,nocturno,secundaria,no,no,no,con mascotas,cocinar,no,si,si,si,relajada,pop,si,salir,si
250,noche,nocturno,universitaria,si,si,no,con mascotas,pedir comida,si,si,si,si,relajada,clasica,no,salir,si
251,noche,nocturno,secundaria,no,si,si,con mascotas,pedir comida,no,si,no,si,relajada,reggaeton,no,salir,si
252,noche,nocturno,secundaria,no,si,no,con mascotas,pedir comida,si,si,no,si,relajada,reggaeton,si,salir,si
253,noche,madrugador,universitaria,no,no,no,con mascotas,pedir comida,no,si,si,si,relajada,clasica,si,salir,si
254,noche,nocturno,secundaria,no,si,no,con mascotas,pedir comida,si,no,si,si,relajada,reggaeton,no,casa,si
255,mañana,madrugador,universitaria,si,no,si,sin mascotas,cocinar,no,si,no,si,ordenada,pop,si,casa,si
256,noche,madrugador,universitaria,no,si,no,con mascotas,pedir comida,si,si,si,si,relajada,reggaeton,no,casa,si
257,mañana,madrugador,secundaria,no,si,no,sin mascotas,pedir comida,si,si,no,si,ordenada,reggaeton,si,salir,si
258,mañana,nocturno,universitaria,no,si,no,con mascotas,pedir comida,si,si,si,no,ordenada,clasica,si,casa,si
259,mañana,nocturno,primaria,no,si,no,sin mascotas,pedir comida,si,no,si,no,relajada,pop,si,salir,si
260,mañana,madrugador,universitaria,si,no,si,sin mascotas,pedir comida,no,si,no,no,ordenada,pop,si,casa,no
261,mañana,madrugador,universitaria,no,no,si,sin mascotas,cocinar,si,no,no,no,ordenada,pop,no,salir,si
262,noche,madrugador,secundaria,no,si,no,con mascotas,pedir comida,si,no,si,si,ordenada,reggaeton,si,salir,no
263,noche,nocturno,secundaria,no,si,no,con mascotas,pedir comida,si,no,si,si,relajada,reggaeton,no,salir,si
264,noche,nocturno,universitaria,no,si,si,sin mascotas,pedir comida,si,si,si,no,relajada,rock,si,casa,si
265,mañana,madrugador,universitaria,si,no,si,con mascotas,cocinar,si,no,no,si,ordenada,pop,no,casa,no
266,noche,nocturno,universitaria,si,si,no,con mascotas,cocinar,si,si,si,si,relajada,clasica,si,casa,si
267,noche,nocturno,universitaria,si,si,no,con mascotas,pedir comida,no,si,si,no,relajada,clasica,si,casa,si
268,noche,madrugador,secundaria,si,si,si,con mascotas,pedir comida,si,si,no,si,relajada,reggaeton,no,salir,si
269,mañana,nocturno,primaria,si,si,no,con mascotas,cocinar,si,si,si,si,relajada,reggaeton,si,salir,si
270,mañana,nocturno,universitaria,no,no,si,sin mascotas,cocinar,no,no,no,si,ordenada,pop,si,casa,no
271,mañana,madrugador,universitaria,no,no,no,sin mascotas,cocinar,no,no,no,si,ordenada,pop,no,salir,no
272,noche,madrugador,universitaria,no,si,no,con mascotas,pedir comida,si,si,si,si,relajada,pop,si,salir,no
273,noche,nocturno,secundaria,no,no,no,sin mascotas,pedir comida,si,si,si,no,ordenada,clasica,si,salir,no
274,noche,madrugador,secundaria,no,si,no,con mascotas,pedir comida,si,no,si,no,relajada,reggaeton,si,salir,si
275,mañana,nocturno,universitaria,no,si,no,con mascotas,pedir comida,si,si,si,si,relajada,clasica,no,salir,si
276,mañana,madrugador,universitaria,si,no,si,sin mascotas,cocinar,no,no,no,no,ordenada,pop,no,salir,no
277,noche,nocturno,universitaria,no,si,si,con mascotas,pedir comida,si,si,si,si,relajada,clasica,si,salir,si
278,noche,nocturno,universitaria,no,si,no,sin mascotas,pedir comida,si,si,si,no,relajada,reggaeton,si,salir,no
279,noche,nocturno,secundaria,no,si,no,con mascotas,pedir comida,si,si,si,si,ordenada,rock,si,salir,no
280,noche,nocturno,secundaria,si,no,si,con mascotas,pedir comida,no,no,si,si,relajada,reggaeton,si,salir,si
281,mañana,nocturno,secundaria,no,no,si,con mascotas,pedir comida,si,no,no,si,relajada,reggaeton,si,salir,si
282,mañana,madrugador,universitaria,no,si,no,con mascotas,pedir comida,si,si,si,si,ordenada,reggaeton,si,salir,si
283,mañana,nocturno,primaria,si,no,no,con mascotas,cocinar,no,no,no,no,ordenada,rock,no,casa,no
284,noche,nocturno,secundaria,si,no,no,con mascotas,pedir comida,si,si,no,si,ordenada,reggaeton,no,salir,si
285,noche,nocturno,secundaria,no,si,no,con mascotas,pedir comida,no,si,no,si,relajada,reggaeton,si,salir,si
286,noche,nocturno,primaria,no,si,si,con mascotas,pedir comida,si,si,si,no,ordenada,reggaeton,si,casa,si
287,mañana,madrugador,universitaria,no,si,si,sin mascotas,cocinar,no,no,no,no,ordenada,pop,no,casa,si
288,noche,madrugador,primaria,si,no,si,sin mascotas,cocinar,no,si,si,no,ordenada,reggaeton,si,salir,si
289,noche,madrugador,universitaria,no,no,no,con mascotas,pedir comida,si,si,si,si,relajada,clasica,si,casa,si
290,noche,madrugador,secundaria,no,si,si,sin mascotas,pedir comida,si,si,si,si,relajada,reggaeton,no,salir,no
291,noche,nocturno,universitaria,no,no,no,con mascotas,pedir comida,no,no,si,si,relajada,rock,si,salir,si
292,mañana,nocturno,secundaria,si,si,no,sin mascotas,pedir comida,si,si,no,si,relajada,reggaeton,no,salir,si
293,mañana,madrugador,primaria,si,si,no,sin mascotas,pedir comida,si,si,no,no,ordenada,rock,no,casa,no
294,noche,nocturno,universitaria,si,si,no,con mascotas,pedir comida,no,si,si,si,relajada,reggaeton,no,salir,si
295,mañana,nocturno,primaria,si,no,si,sin mascotas,cocinar,no,no,si,no,ordenada,reggaeton,si,casa,si
296,mañana,madrugador,primaria,si,no,si,sin mascotas,cocinar,no,no,no,no,relajada,rock,no,casa,no
297,mañana,madrugador,primaria,si,si,si,con mascotas,cocinar,no,no,no,no,ordenada,clasica,si,casa,no
298,mañana,nocturno,universitaria,si,no,si,sin mascotas,cocinar,si,no,si,no,ordenada,pop,no,casa,no
299,noche,nocturno,primaria,no,no,si,con mascotas,cocinar,si,si,no,si,relajada,reggaeton,si,salir,si
300,noche,nocturno,secundaria,no,si,no,con mascotas,pedir comida,no,si,no,si,ordenada,reggaeton,no,salir,no
301,noche,nocturno,secundaria,no,si,si,con mascotas,pedir comida,si,si,si,si,ordenada,reggaeton,si,salir,si
302,noche,nocturno,secundaria,no,si,no,sin mascotas,cocinar,si,si,si,si,ordenada,reggaeton,si,salir,si
303,noche,nocturno,secundaria,no,si,no,con mascotas,pedir comida,si,si,no,si,ordenada,reggaeton,si,salir,si
304,noche,nocturno,secundaria,no,si,no,sin mascotas,pedir comida,si,si,no,si,ordenada,reggaeton,si,salir,si
305,mañana,madrugador,universitaria,si,no,si,sin mascotas,cocinar,no,no,no,no,relajada,rock,no,casa,si
306,mañana,nocturno,secundaria,si,no,si,sin mascotas,pedir comida,si,si,no,no,ordenada,rock,no,casa,no
307,noche,madrugador,primaria,si,si,si,con mascotas,cocinar,no,no,no,si,ordenada,rock,no,casa,no
308,mañana,madrugador,primaria,si,no,si,con mascotas,cocinar,no,no,no,no,ordenada,rock,no,salir,no
309,noche,nocturno,universitaria,no,si,no,con mascotas,pedir comida,si,si,si,si,ordenada,clasica,si,salir,si
310,noche,nocturno,universitaria,no,si,no,con mascotas,pedir comida,si,si,no,si,relajada,clasica,si,salir,si
311,mañana,madrugador,primaria,no,no,si,sin mascotas,cocinar,no,no,no,no,ordenada,rock,si,casa,no
312,mañana,madrugador,universitaria,si,no,si,con mascotas,pedir comida,no,si,no,no,ordenada,pop,si,casa,no
313,mañana,madrugador,secundaria,si,no,si,con mascotas,cocinar,no,si,no,si,relajada,reggaeton,no,casa,no
314,mañana,madrugador,universitaria,si,no,si,sin mascotas,cocinar,no,no,no,no,ordenada,pop,no,salir,no
315,noche,nocturno,universitaria,no,si,no,con mascotas,pedir comida,si,si,si,si,ordenada,clasica,si,salir,si
316,noche,madrugador,primaria,no,no,no,sin mascotas,pedir comida,si,si,si,si,relajada,clasica,si,salir,si
317,mañana,madrugador,primaria,si,no,si,con mascotas,pedir comida,no,no,no,no,ordenada,rock,no,casa,no
318,noche,nocturno,universitaria,no,si,si,con mascotas,pedir comida,si,si,si,si,relajada,rock,si,salir,si
319,noche,nocturno,secundaria,si,no,si,con mascotas,pedir comida,no,si,si,si,relajada,reggaeton,si,casa,si
320,mañana,madrugador,universitaria,no,no,si,sin mascotas,pedir comida,no,si,si,si,ordenada,pop,si,casa,no
321,mañana,madrugador,universitaria,si,no,si,con mascotas,cocinar,no,si,no,si,ordenada,pop,si,casa,no
322,mañana,madrugador,universitaria,si,no,si,sin mascotas,pedir comida,no,no,no,no,ordenada,rock,si,casa,no
323,mañana,nocturno,primaria,si,no,si,sin mascotas,pedir comida,no,si,no,no,ordenada,rock,no,casa,no
324,noche,nocturno,universitaria,no,no,no,sin mascotas,pedir comida,si,si,no,si,relajada,clasica,si,salir,si
325,noche,nocturno,secundaria,si,si,no,con mascotas,pedir comida,no,no,si,si,relajada,reggaeton,si,casa,si
326,mañana,nocturno,secundaria,no,si,no,con mascotas,cocinar,si,si,si,si,relajada,clasica,si,casa,si
327,mañana,madrugador,universitaria,no,no,si,sin mascotas,cocinar,no,si,no,no,ordenada,pop,si,salir,no
328,mañana,madrugador,universitaria,si,no,si,sin mascotas,cocinar,si,no,no,no,relajada,pop,no,casa,no
329,noche,madrugador,universitaria,si,si,no,con mascotas,pedir comida,si,si,si,no,relajada,clasica,si,salir,si
330,noche,madrugador,universitaria,si,no,si,sin mascotas,cocinar,no,no,no,no,ordenada,reggaeton,si,casa,no
331,noche,nocturno,universitaria,si,no,no,con mascotas,pedir comida,si,si,no,si,relajada,clasica,si,salir,si
332,mañana,nocturno,primaria,no,no,si,sin mascotas,cocinar,no,no,no,no,relajada,rock,si,salir,si
333,mañana,nocturno,universitaria,si,no,si,sin mascotas,cocinar,si,no,no,no,ordenada,pop,si,casa,no
334,mañana,nocturno,primaria,si,no,si,sin mascotas,cocinar,no,si,si,si,relajada,rock,no,casa,no
335,mañana,madrugador,universitaria,si,no,si,sin mascotas,pedir comida,no,si,no,si,ordenada,rock,no,casa,no
336,mañana,nocturno,universitaria,si,si,no,con mascotas,pedir comida,si,si,si,no,relajada,rock,si,salir,si
337,noche,nocturno,secundaria,si,si,si,con mascotas,pedir comida,no,si,no,si,relajada,reggaeton,si,salir,no
338,noche,nocturno,secundaria,no,si,no,con mascotas,pedir comida,si,si,si,si,relajada,reggaeton,si,salir,si
339,mañana,madrugador,universitaria,no,no,no,sin mascotas,cocinar,no,no,no,no,ordenada,pop,si,casa,no
340,mañana,nocturno,secundaria,si,no,si,sin mascotas,cocinar,no,no,no,no,ordenada,reggaeton,no,casa,si
341,mañana,nocturno,secundaria,si,no,no,con mascotas,cocinar,no,no,no,no,ordenada,pop,no,casa,no
342,noche,madrugador,universitaria,no,si,si,con mascotas,pedir comida,si,si,si,si,relajada,clasica,si,salir,si
343,noche,nocturno,secundaria,no,si,no,con mascotas,pedir comida,si,si,si,si,relajada,reggaeton,si,salir,si
344,noche,nocturno,secundaria,no,no,no,con mascotas,pedir comida,si,no,si,si,relajada,pop,si,salir,si
345,noche,nocturno,universitaria,no,si,no,con mascotas,pedir comida,si,si,si,si,relajada,reggaeton,si,salir,si
346,mañana,madrugador,universitaria,no,no,no,sin mascotas,pedir comida,no,no,no,no,ordenada,pop,si,casa,si
347,mañana,madrugador,universitaria,no,no,no,sin mascotas,pedir comida,no,no,no,no,relajada,pop,no,casa,no
348,noche,nocturno,primaria,si,si,no,sin mascotas,pedir comida,no,si,no,si,relajada,clasica,no,salir,no
349,noche,madrugador,primaria,si,no,si,sin mascotas,cocinar,no,no,no,no,relajada,rock,no,casa,no
350,mañana,madrugador,universitaria,si,si,si,sin mascotas,pedir comida,no,no,no,si,relajada,pop,no,salir,no
351,mañana,nocturno,universitaria,no,no,no,con mascotas,pedir comida,si,si,si,si,ordenada,rock,no,salir,si
352,noche,madrugador,secundaria,si,si,no,con mascotas,pedir comida,si,no,no,si,ordenada,reggaeton,si,salir,si
353,mañana,madrugador,primaria,si,no,si,con mascotas,cocinar,no,si,si,no,ordenada,rock,si,salir,no
354,noche,nocturno,secundaria,no,si,no,con mascotas,pedir comida,si,si,no,no,relajada,clasica,si,salir,si
355,noche,nocturno,primaria,si,no,no,sin mascotas,pedir comida,no,no,no,si,ordenada,pop,no,casa,no
356,noche,nocturno,universitaria,no,si,no,con mascotas,pedir comida,si,si,no,si,ordenada,clasica,si,salir,si
357,noche,madrugador,secundaria,no,no,no,con mascotas,pedir comida,si,si,si,si,relajada,reggaeton,no,salir,si
358,mañana,madrugador,primaria,si,no,si,sin mascotas,cocinar,no,no,no,si,ordenada,rock,no,salir,no
359,noche,nocturno,universitaria,si,si,no,con mascotas,pedir comida,no,si,si,no,ordenada,clasica,si,salir,si
360,mañana,madrugador,universitaria,si,no,si,con mascotas,pedir comida,no,no,si,no,relajada,pop,no,casa,no
361,noche,nocturno,universitaria,no,si,no,con mascotas,pedir comida,si,si,si,si,relajada,clasica,si,salir,si
362,mañana,nocturno,primaria,si,no,si,con mascotas,pedir comida,no,no,no,no,ordenada,rock,si,casa,no
363,noche,madrugador,universitaria,si,no,si,sin mascotas,cocinar,no,si,no,no,ordenada,rock,no,casa,no
364,mañana,madrugador,primaria,si,no,si,sin mascotas,cocinar,si,no,si,no,ordenada,rock,no,casa,no
365,noche,madrugador,universitaria,no,si,no,con mascotas,pedir comida,no,si,si,si,ordenada,clasica,si,casa,si
366,mañana,madrugador,universitaria,si,si,no,sin mascotas,cocinar,no,no,no,si,ordenada,pop,si,casa,no
367,mañana,nocturno,universitaria,no,si,si,con mascotas,pedir comida,no,si,si,si,ordenada,rock,si,salir,si
368,mañana,madrugador,universitaria,si,no,si,con mascotas,cocinar,no,si,no,no,ordenada,clasica,no,salir,si
369,mañana,madrugador,secundaria,no,no,si,con mascotas,pedir comida,si,si,si,si,relajada,rock,si,salir,si
370,noche,nocturno,universitaria,no,si,no,con mascotas,pedir comida,si,si,si,si,relajada,clasica,no,salir,si
371,mañana,nocturno,universitaria,si,no,si,sin mascotas,cocinar,si,no,si,no,ordenada,pop,no,casa,no
372,mañana,nocturno,universitaria,no,si,no,con mascotas,cocinar,si,si,si,si,relajada,rock,no,salir,si
373,mañana,madrugador,primaria,si,no,si,sin mascotas,cocinar,no,no,no,no,ordenada,rock,si,casa,no
374,mañana,nocturno,primaria,si,no,no,sin mascotas,cocinar,no,no,no,no,relajada,rock,no,casa,no
375,noche,madrugador,primaria,si,no,si,sin mascotas,cocinar,no,no,no,no,ordenada,rock,no,salir,si
376,noche,nocturno,universitaria,no,si,no,sin mascotas,pedir comida,si,si,si,si,ordenada,clasica,si,salir,si
377,mañana,madrugador,universitaria,si,no,si,sin mascotas,pedir comida,no,no,no,no,relajada,pop,no,casa,no
378,noche,nocturno,secundaria,no,si,no,con mascotas,pedir comida,si,no,si,si,relajada,reggaeton,si,casa,si
379,mañana,madrugador,primaria,si,no,si,sin mascotas,pedir comida,no,no,no,no,relajada,rock,no,salir,no
380,mañana,madrugador,primaria,si,no,si,con mascotas,pedir comida,si,no,no,no,ordenada,rock,si,casa,no
381,noche,nocturno,universitaria,no,si,no,con mascotas,pedir comida,si,si,si,si,ordenada,reggaeton,no,salir,si
382,noche,madrugador,universitaria,si,no,no,sin mascotas,cocinar,no,no,no,no,relajada,pop,no,casa,no
383,noche,madrugador,secundaria,no,no,no,sin mascotas,pedir comida,no,si,si,si,relajada,clasica,si,salir,si
384,noche,nocturno,universitaria,no,si,si,con mascotas,pedir comida,no,no,si,no,relajada,reggaeton,si,casa,si
385,mañana,madrugador,universitaria,no,no,si,sin mascotas,cocinar,no,no,no,no,ordenada,pop,no,casa,no
386,noche,nocturno,universitaria,no,si,no,sin mascotas,pedir comida,si,si,no,si,relajada,clasica,no,salir,si
387,mañana,madrugador,primaria,si,no,si,con mascotas,cocinar,si,no,no,no,ordenada,rock,si,casa,no
388,noche,nocturno,secundaria,si,si,no,sin mascotas,cocinar,si,si,si,si,ordenada,reggaeton,si,salir,si
389,mañana,nocturno,secundaria,si,no,no,con mascotas,cocinar,si,si,si,si,relajada,reggaeton,si,casa,si
390,noche,nocturno,secundaria,no,si,no,con mascotas,cocinar,si,si,si,si,relajada,rock,si,salir,si
391,noche,nocturno,secundaria,si,si,no,con mascotas,pedir comida,si,no,si,si,relajada,reggaeton,si,salir,si
392,noche,nocturno,universitaria,no,si,si,con mascotas,pedir comida,si,si,si,si,relajada,clasica,si,salir,si
393,noche,madrugador,universitaria,si,no,si,sin mascotas,cocinar,si,si,no,no,ordenada,rock,no,casa,no
394,mañana,madrugador,secundaria,si,no,si,sin mascotas,cocinar,no,no,no,no,relajada,pop,no,casa,no
395,mañana,madrugador,universitaria,no,no,no,sin mascotas,cocinar,no,no,no,si,relajada,pop,no,casa,no
396,mañana,nocturno,universitaria,si,si,no,sin mascotas,pedir comida,no,si,si,si,ordenada,clasica,si,casa,no
397,mañana,madrugador,primaria,si,si,si,con mascotas,cocinar,no,no,no,no,relajada,reggaeton,no,salir,no
398,noche,nocturno,secundaria,si,si,no,sin mascotas,pedir comida,si,si,si,si,relajada,reggaeton,si,salir,si
399,mañana,madrugador,primaria,si,no,si,sin mascotas,cocinar,si,no,si,si,ordenada,rock,no,casa,no
400,noche,madrugador,primaria,si,no,si,sin mascotas,cocinar,no,si,no,no,ordenada,rock,no,casa,no
401,noche,nocturno,secundaria,no,si,si,con mascotas,pedir comida,si,si,no,no,relajada,reggaeton,si,salir,si
402,mañana,madrugador,universitaria,si,no,si,con mascotas,cocinar,no,no,no,no,relajada,pop,no,casa,no
403,noche,nocturno,universitaria,si,si,no,con mascotas,pedir comida,si,si,si,si,relajada,pop,si,salir,si
404,noche,madrugador,primaria,si,no,no,sin mascotas,cocinar,no,no,no,no,ordenada,rock,no,casa,no
405,mañana,madrugador,secundaria,no,no,si,sin mascotas,cocinar,no,si,no,no,ordenada,clasica,no,casa,no
406,noche,madrugador,secundaria,no,si,no,con mascotas,cocinar,si,si,no,si,relajada,reggaeton,si,salir,si
407,noche,nocturno,universitaria,no,si,si,con mascotas,pedir comida,si,si,si,si,relajada,clasica,si,salir,si
408,noche,nocturno,secundaria,no,no,si,con mascotas,pedir comida,no,si,si,si,relajada,reggaeton,no,casa,si
409,noche,nocturno,universitaria,no,si,si,sin mascotas,pedir comida,no,no,no,no,relajada,reggaeton,si,salir,si
410,mañana,madrugador,primaria,si,no,si,sin mascotas,cocinar,no,no,no,no,ordenada,rock,no,casa,no
411,mañana,madrugador,universitaria,si,no,si,sin mascotas,cocinar,no,no,no,no,ordenada,pop,no,casa,si
412,noche,nocturno,secundaria,no,si,no,con mascotas,cocinar,no,si,si,si,relajada,reggaeton,si,salir,si
413,noche,nocturno,universitaria,no,si,no,con mascotas,pedir comida,si,si,si,no,relajada,pop,si,salir,si
414,noche,madrugador,primaria,si,no,si,sin mascotas,pedir comida,si,no,no,no,ordenada,rock,no,casa,si
415,noche,nocturno,secundaria,no,si,si,con mascotas,pedir comida,si,si,si,si,relajada,reggaeton,si,salir,si
416,mañana,madrugador,universitaria,si,no,si,sin mascotas,cocinar,no,no,no,no,ordenada,pop,si,salir,no
417,mañana,madrugador,primaria,si,no,si,sin mascotas,cocinar,no,no,no,no,ordenada,rock,no,casa,no
418,mañana,madrugador,secundaria,no,si,si,sin mascotas,cocinar,no,no,no,no,relajada,pop,no,casa,no
419,mañana,madrugador,primaria,si,no,si,con mascotas,pedir comida,si,no,si,no,ordenada,rock,no,casa,no
420,noche,madrugador,primaria,no,no,si,con mascotas,cocinar,no,no,no,no,ordenada,rock,no,casa,si
421,mañana,nocturno,primaria,si,no,si,con mascotas,cocinar,si,si,si,no,ordenada,rock,no,casa,no
422,mañana,madrugador,universitaria,si,no,no,sin mascotas,pedir comida,no,no,no,no,ordenada,reggaeton,no,casa,no
423,mañana,madrugador,secundaria,si,no,si,sin mascotas,cocinar,no,no,no,no,ordenada,rock,no,casa,no
424,mañana,madrugador,universitaria,no,no,no,sin mascotas,pedir comida,no,no,no,no,relajada,rock,no,casa,no
425,noche,madrugador,universitaria,si,no,si,con mascotas,cocinar,si,no,no,si,ordenada,rock,no,casa,no
426,mañana,madrugador,universitaria,si,no,no,con mascotas,cocinar,no,no,no,no,relajada,pop,no,casa,no
427,noche,madrugador,universitaria,no,no,no,sin mascotas,pedir comida,si,si,si,si,relajada,reggaeton,si,salir,si
428,noche,nocturno,universitaria,no,no,no,con mascotas,pedir comida,si,si,si,si,relajada,clasica,no,salir,si
